Season,Category,Subcategory,Achievement,Player Name,Detail
2015/16,Premiership,4th Grade,Premiership,L Hardy,
2015/16,Premiership,4th Grade,Premiership,J Coad,
2015/16,Premiership,4th Grade,Premiership,M Coad,
2015/16,Premiership,4th Grade,Premiership,M Evans,
2015/16,Premiership,4th Grade,Premiership,B DeGois,
2015/16,Premiership,4th Grade,Premiership,G Gilbert,
2015/16,Premiership,4th Grade,Premiership,M Dennis,
2015/16,Premiership,4th Grade,Premiership,CJ Munasinghe,
2015/16,Premiership,4th Grade,Premiership,M Lingappa,
2015/16,Premiership,4th Grade,Premiership,C Fantoni,
2016/17,Premiership,8th Grade,Premiership,P Carrich,Captain
2016/17,Premiership,8th Grade,Premiership,P Harries,
2016/17,Premiership,8th Grade,Premiership,T Matthews,
2016/17,Premiership,8th Grade,Premiership,M Matthews,
2016/17,Premiership,8th Grade,Premiership,M Adamson,
2016/17,Premiership,8th Grade,Premiership,A D’Ascenzo,
2016/17,Premiership,8th Grade,Premiership,C Abrams,
2016/17,Premiership,8th Grade,Premiership,J Egan,
2016/17,Premiership,8th Grade,Premiership,R James,
2016/17,Premiership,8th Grade,Premiership,A Fazar,
2016/17,Premiership,8th Grade,Premiership,S Drabble,
2017/18,Premiership,3rd Grade,Premiership,M Dennis,Captain
2017/18,Premiership,3rd Grade,Premiership,J Leach,
2017/18,Premiership,3rd Grade,Premiership,L Solanki,
2017/18,Premiership,3rd Grade,Premiership,J Coad,
2017/18,Premiership,3rd Grade,Premiership,M Ennis,
2017/18,Premiership,3rd Grade,Premiership,A Boules,
2017/18,Premiership,3rd Grade,Premiership,B DeGois,
2017/18,Premiership,3rd Grade,Premiership,D Boules,
2017/18,Premiership,3rd Grade,Premiership,M Evans,
2017/18,Premiership,3rd Grade,Premiership,R Ruthven,
2017/18,Premiership,3rd Grade,Premiership,C Fantoni,
2018/19,Premiership,4th Grade,Premiership,M McCudden,Captain
2018/19,Premiership,4th Grade,Premiership,R Gray,
2018/19,Premiership,4th Grade,Premiership,R Jayasekera,
2018/19,Premiership,4th Grade,Premiership,M Sodano,
2018/19,Premiership,4th Grade,Premiership,T Matthews,
2018/19,Premiership,4th Grade,Premiership,A Dennis,
2018/19,Premiership,4th Grade,Premiership,DL Boules,
2018/19,Premiership,4th Grade,Premiership,DG Boules,
2018/19,Premiership,4th Grade,Premiership,K King,
2018/19,Premiership,4th Grade,Premiership,K Cunningham,
2018/19,Premiership,4th Grade,Premiership,B Sloan,
2019/20,Premiership,C Grade,Premiership,M Evans,Captain
2019/20,Premiership,C Grade,Premiership,T Harding,
2019/20,Premiership,C Grade,Premiership,T Harrop,
2019/20,Premiership,C Grade,Premiership,R Henry,
2019/20,Premiership,C Grade,Premiership,M Saxon,
2019/20,Premiership,C Grade,Premiership,N Blunden,
2019/20,Premiership,C Grade,Premiership,J Lloyd,
2019/20,Premiership,C Grade,Premiership,J Clark,
2019/20,Premiership,C Grade,Premiership,B Sheldrick,
2019/20,Premiership,C Grade,Premiership,T Kirkwood,
2019/20,Premiership,C Grade,Premiership,M Marshall,
2019/20,Premiership,C Grade,Premiership,D Proudmore,
2020/21,Premiership,D Grade,Premiership,C Fasolo,Captain
2020/21,Premiership,D Grade,Premiership,T McLean,
2020/21,Premiership,D Grade,Premiership,L Gardiner,
2020/21,Premiership,D Grade,Premiership,B Reynolds,
2020/21,Premiership,D Grade,Premiership,K King,
2020/21,Premiership,D Grade,Premiership,T Love,
2020/21,Premiership,D Grade,Premiership,W Bissett,
2020/21,Premiership,D Grade,Premiership,M Perrott,
2020/21,Premiership,D Grade,Premiership,DG Boules,
2020/21,Premiership,D Grade,Premiership,JP Starkie,
2020/21,Premiership,D Grade,Premiership,R Henry,
2020/21,Premiership,D Grade,Premiership,M O’Dea,
2020/21,Premiership,G Grade,Premiership,S Ismalage,Captain
2020/21,Premiership,G Grade,Premiership,A Dharmapriya,
2020/21,Premiership,G Grade,Premiership,K Uduwarage,
2020/21,Premiership,G Grade,Premiership,N Hobbs,
2020/21,Premiership,G Grade,Premiership,D Hewathanthrige,
2020/21,Premiership,G Grade,Premiership,R Lanzon,
2020/21,Premiership,G Grade,Premiership,R Suares,
2020/21,Premiership,G Grade,Premiership,C Senevirathne,
2020/21,Premiership,G Grade,Premiership,M Mistilis,
2020/21,Premiership,G Grade,Premiership,R Ismalage,
2020/21,Premiership,G Grade,Premiership,C Herath,
2020/21,Premiership,G Grade,Premiership,T McInnes,
